,track,artist,tempo,danceability,acousticness,energy,decade,genre
40281,Transit Ride,Guru,0.38532368498444636,0.655,0.0211,0.756,10s,rap
40282,i wish it would never stop snowing,Sleepy Fish,0.5258529634707546,0.804,0.0365,0.164,10s,pop
40283,Compass,Lady Antebellum,0.4142645895378651,0.56,0.096,0.77,10s,pop
40284,Balam Pichkari,Vishal Dadlani,0.4971315906106709,0.732,0.209,0.944,10s,r&b
40285,All Dat,Moneybagg Yo X Megan Thee Stallon,0.497512664493441,0.79,0.00553,0.773,10s,rap
40286,Everyday We Lit,YFN Lucci Featuring PnB Rock,0.6459823629065997,0.758,0.128,0.646,10s,pop
40287,Postcards,Jordy Maxwell,0.48888879684205727,0.404,0.767,0.343,10s,r&b
40288,Barbed Wire Metal,Elm Street,0.3105047986314477,0.384,2.16e-05,0.987,10s,latin
40289,Motivation,Kelly Rowland Featuring Lil Wayne,0.5834489671655145,0.735,0.18,0.679,10s,pop
40290,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",0.41411961577811557,0.883,0.189,0.525,10s,pop
40291,Yesterday - Instrumental Version,Lance Allen,0.3602929298368424,0.598,0.959,0.157,10s,pop
40292,You're Mine,Carpenter Brut,0.5882952328485687,0.449,6.09e-06,0.984,10s,r&b
40293,Life in Darkness,Helllight,0.4440297734681451,0.155,2.17e-06,0.421,10s,rock
40294,Higher Things - Maurice Joshua Album Version,Kim English,0.5137911466595975,0.725,0.0754,0.828,10s,r&b
40295,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,0.6089643488814239,0.612,0.168,0.601,10s,pop
40296,What The Hell,Avril Lavigne,0.6212167026339661,0.578,0.00472,0.926,10s,latin
40297,The Champ,Nelly,0.6958657625826867,0.548,0.212,0.883,10s,latin
40298,Holy Mountain,Noel Gallagher's High Flying Birds,0.5675101378079138,0.429,4.51e-06,0.974,10s,latin
40299,Pass Out,Quavo Featuring 21 Savage,0.5924787613441967,0.917,0.0403,0.786,10s,pop
40300,Dope,Tyga Featuring Rick Ross,0.39311498904412584,0.584,0.0115,0.531,10s,rap
40301,Another World - Radio Edit,DJ Shog,0.5714907030398927,0.576,0.0087,0.89,10s,latin
40302,Bloom,William Prince,0.35650704365367014,0.559,0.673,0.403,10s,pop
40303,Sound & Color,Alabama Shakes,0.4760441217282529,0.548,0.852,0.412,10s,pop
40304,Blood On Iron,Battlerage,0.322608036516819,0.366,0.00017,0.935,10s,latin
40305,Animus,Novembers Doom,0.3935416261085315,0.486,0.000131,0.981,10s,r&b
40306,Tragos Amargos,Ramon Ayala Y Sus Bravos Del Norte,0.6457628312132646,0.607,0.544,0.498,10s,pop
40307,My Homies Still,Lil Wayne Featuring Big Sean,0.31064148817635434,0.749,0.00124,0.643,10s,rap
40308,La voix du corps - Deep Beats Mix,Area 42,0.49689134838022886,0.89,0.13,0.641,10s,pop
40309,When I Was Your Man,Bruno Mars,0.30152470974182244,0.612,0.932,0.28,10s,pop
40310,Hope,XXXTENTACION,0.6049133678232811,0.592,0.661,0.457,10s,pop
40311,"Kerala Song - From """"Natpe Thunai""""",Hiphop Tamizha,0.7870542574651131,0.523,0.163,0.947,10s,rap
40312,Slowly We Rot,Obituary,0.4370958856446983,0.281,1.25e-05,0.931,10s,rock
40313,Confound Games,Destruction,0.6643401829983059,0.285,2.22e-05,0.989,10s,rock
40314,Closer,The Chainsmokers Featuring Halsey,0.3935416261085315,0.748,0.414,0.524,10s,r&b
40315,Redbone,Childish Gambino,0.6633295087874809,0.743,0.167,0.347,10s,r&b
40316,Heavy,Linkin Park Featuring Kiiara,0.6212415552784946,0.59,0.0484,0.671,10s,pop
40317,Heads Gonna Roll,Jenny Lewis,0.5320495561731898,0.38,0.435,0.685,10s,r&b
40318,Why Ya Wanna,Jana Kramer,0.6937947088719798,0.299,0.273,0.676,10s,rock
40319,Yellow Flicker Beat,Lorde,0.39338008391909635,0.585,0.103,0.61,10s,pop
40320,Lovesong (Instrumental),Joseph Sullinger,0.5259026687598116,0.531,0.979,0.218,10s,pop
40321,What You Need,Greensky Bluegrass,0.43098213509069144,0.549,0.323,0.525,10s,r&b
40322,616,Craft,0.5816885715114135,0.139,2.32e-05,0.928,10s,rock
40323,A Heap of Broken Images,Hord,0.6157574050525426,0.252,7.44e-05,0.975,10s,rock
40324,Buzzin',Mann,0.4307294665379852,0.724,0.127,0.951,10s,rap
40325,IDGAF,Dua Lipa,0.4019003988849447,0.836,0.0403,0.544,10s,pop
40326,Somewhere Else,Toby Keith,0.7373406841933039,0.578,0.463,0.648,10s,edm
40327,Are You Gonna Kiss Me Or Not,Thompson Square,0.6293849384689942,0.485,0.039,0.701,10s,pop
40328,Eight,Sleeping At Last,0.3242731637002274,0.341,0.586,0.287,10s,rock
40329,Falling,Julee Cruise,0.5889538279285735,0.192,0.892,0.138,10s,rock
40330,This Funk (Give Me a Hand),Pimps of Joytime,0.41825343898468664,0.825,0.0332,0.888,10s,latin
40331,Honest,The Chainsmokers,0.4143557159011362,0.673,0.0121,0.514,10s,pop
40332,Don't Judge Me,Chris Brown,0.7286712533602847,0.328,0.532,0.498,10s,rock
40333,Jazz Music - De Capo Edit,De-Phazz,0.3391143345911533,0.311,0.558,0.57,10s,rock
40334,The Edge Of Glory,Lady Gaga,0.5299909287847471,0.581,0.000343,0.772,10s,r&b
40335,Pipeline,Bill Frisell,0.5338306623643977,0.395,0.385,0.691,10s,r&b
40336,Backwoods,Justin Moore,0.6539724881225069,0.497,0.0678,0.932,10s,latin
40337,Rockin' Vehicles,Biscaya,0.3804939877310778,0.484,0.000491,0.924,10s,latin
40338,Bonnadisco,Eddie Meduza,0.40200395157048,0.77,0.537,0.654,10s,pop
40339,Be Careful,Cardi B,0.6307559760254823,0.82,0.0256,0.568,10s,rap
40340,Wait,Maroon 5,0.5222700405512316,0.655,0.0959,0.603,10s,pop
40341,Immortal,J. Cole,0.3812354249595109,0.744,0.455,0.43,10s,rap
40342,The One,Habstrakt,0.5301193341148109,0.779,0.00424,0.932,10s,rap
40343,You Are the Victim,Satanika,0.7461468045712297,0.394,0.000173,0.989,10s,rap
40344,Black Metal - 2019 - Remaster,Venom,0.33243311532041275,0.277,0.000207,0.828,10s,rock
40345,Royals,Lorde,0.3515737937147662,0.674,0.121,0.428,10s,pop
40346,Fever (Live),Sepultura,0.5334537305890491,0.43,0.00411,0.931,10s,r&b
40347,I Bet,Ciara,0.5344726890147169,0.743,0.076,0.618,10s,r&b
40348,Dirt Road Anthem,Jason Aldean,0.5261470530976751,0.68,0.347,0.741,10s,pop
40349,The Crow & The Butterfly,Shinedown,0.6171822900055091,0.319,0.0013,0.781,10s,rock
40350,Critter,Angerfist,0.7046594566383485,0.406,0.0025,0.996,10s,edm
40351,Looking for Me Santa Claus,Sam Manning,0.29758556558405785,0.596,0.863,0.403,10s,rap
40352,OTW,DJ Luke Nasty,0.33974393491920823,0.743,0.0143,0.651,10s,pop
40353,Started From The Bottom,Drake,0.35753842840160216,0.794,0.0328,0.522,10s,pop
40354,Heartless,Dia Frampton,0.6464007157561624,0.462,0.245,0.841,10s,pop
40355,"French Ouverture, BWV 831",Johann Sebastian Bach,0.29462810088516833,0.229,0.994,0.0426,10s,rock
40356,I Think Delhi,The Landers,0.712972666233126,0.663,0.136,0.707,10s,rap
40357,So Good,B.o.B,0.35419160560509977,0.66,0.0403,0.9,10s,latin
40358,Give Me Back My Ring,Lonnie Brooks,0.3406303459073908,0.713,0.555,0.433,10s,pop
40359,Dead And Gone,Cute Is What We Aim For,0.4392704920409406,0.626,0.173,0.896,10s,r&b
40360,Mr. Hot Shot,Lonnie Brooks,0.4364704274240648,0.694,0.104,0.662,10s,pop
40361,3 Pieces in Baroque Style: No. 1. Aria,Krzysztof Penderecki,0.31643629645891236,0.155,0.956,0.0346,10s,rock
40362,A Void to Avoid,Al Atkins,0.5710764922977513,0.255,0.00113,0.784,10s,rock
40363,Assassin's Creed III Main Theme,Lorne Balfe,0.5592549177170361,0.413,0.0305,0.881,10s,latin
40364,Bobby Bitch,Bobby Shmurda,0.5415681190275989,0.921,0.0136,0.525,10s,rap
40365,Have You Seen?,Al Gromer Khan,0.47686425899769286,0.33,0.881,0.00679,10s,rock
40366,For You,Kizz Daniel,0.40545432705251777,0.788,0.448,0.458,10s,pop
40367,Patty Cake,Kodak Black,0.6299896861525206,0.806,0.0252,0.77,10s,pop
40368,Babies,Pulp,0.6466906632756614,0.302,0.114,0.82,10s,rock
40369,Just Because,Martin Dupont,0.7595133852201323,0.383,0.188,0.469,10s,edm
40370,HeadBand,B.o.B Featuring 2 Chainz,0.40371049982810253,0.919,0.132,0.506,10s,rap
40371,Por Mi No Te Detengas,Banda Sinaloense MS de Sergio Lizárraga,0.3099663246666639,0.649,0.575,0.307,10s,pop
40372,Thanks for Nothing,The Downtown Fiction,0.5470025639644939,0.617,0.0051,0.963,10s,latin
40373,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,0.4142977263972364,0.62,0.57,0.574,10s,r&b
40374,Feeling Punk - Tee's Original Mix,Todd Terry,0.5244612153771596,0.775,0.00286,0.928,10s,r&b
40375,Holding You Down (Goin In Circles),Jazmine Sullivan,0.3938729947022446,0.724,0.082,0.872,10s,latin
40376,Falling,Julee Cruise,0.5889538279285735,0.192,0.892,0.138,10s,rock
40377,Animals,Martin Garrix,0.5302187446929248,0.675,0.00107,0.868,10s,r&b
40378,Adore You,Miley Cyrus,0.4960546426811033,0.583,0.111,0.655,10s,r&b
40379,Written In The Stars,Tinie Tempah Featuring Eric Turner,0.3770021911748259,0.644,0.0587,0.945,10s,latin
40380,Don't Start Now,Dua Lipa,0.5133769359174561,0.794,0.0125,0.793,10s,pop
40381,Post Party Depression,Days N Daze,0.5025908881920944,0.516,0.655,0.468,10s,pop
40382,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,0.7951645037962415,0.736,0.0235,0.622,10s,edm
40383,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,0.6213616763937155,0.814,0.0227,0.782,10s,r&b
40384,Sex With Me,Rihanna,0.4641189944620024,0.58,0.294,0.532,10s,pop
40385,Alma,il:lo,0.43082887711609913,0.613,0.225,0.714,10s,r&b
40386,Just Can't Get Enough,The Black Eyed Peas,0.3895652029839742,0.659,0.186,0.628,10s,pop
40387,Fable (Metal Version),Adrian Von Ziegler,0.4348591476371348,0.553,0.00806,0.412,10s,r&b
40388,Herumor,Summoning,0.6212125605265447,0.304,0.0285,0.879,10s,rock
40389,There Will Never Be Another You - Remastered 2001,Joe Pass,0.5808850026716593,0.621,0.798,0.229,10s,r&b
40390,Rude Boy,Rihanna,0.7203373332284,0.563,0.113,0.75,10s,edm
40391,Fake Love,BTS,0.3210174672669961,0.557,0.00267,0.719,10s,r&b
40392,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",0.7422490814876793,0.573,0.405,0.495,10s,rap
40393,Fade,Kanye West,0.4390551024550271,0.752,0.118,0.765,10s,pop
40394,Ishq Wala Love,Vishal-Shekhar,0.5593833230470999,0.711,0.533,0.295,10s,r&b
40395,Say You Do,Dierks Bentley,0.612447861222833,0.481,0.142,0.733,10s,pop
40396,This Ole Boy,Craig Morgan,0.4726558778575364,0.591,0.0754,0.88,10s,r&b
40397,Party Monster,The Weeknd,0.32109202520058155,0.572,0.188,0.631,10s,r&b
40398,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,0.5798163389569345,0.721,0.0174,0.863,10s,r&b
40399,OMG,Usher Featuring will.i.am,0.5384656805689598,0.781,0.198,0.745,10s,r&b
40400,Hardcore Kru,E.C. Illa,0.7373821052675179,0.59,0.00286,0.801,10s,rap
40401,Hit Or Miss,Jacob Sartorius,0.34347183159848066,0.44,0.0657,0.666,10s,pop
40402,Loungin' - Jazz Not Jazz Mix,Guru,0.4141527526374869,0.854,0.0534,0.614,10s,pop
40403,H*A*M,Kanye West Jay Z,0.5800855759393264,0.657,0.0462,0.523,10s,r&b
40404,I'll Go Crazy,Tommy James & The Shondells,0.7730000869842558,0.34,0.402,0.596,10s,rock
40405,Beautiful,Bazzi Featuring Camila Cabello,0.4143225790417649,0.638,0.346,0.717,10s,pop
40406,Alejandro,Lady Gaga,0.4100354978606015,0.626,0.000358,0.799,10s,r&b
40407,Nightlights I,Nana Grizol,0.5528719301806373,0.62,0.233,0.832,10s,pop
40408,Downtown,Lady Antebellum,0.7039967194509222,0.532,0.18,0.825,10s,pop
40409,At Dawn They Eat,Winterwolf,0.34464404799874077,0.254,6.47e-06,0.916,10s,rock
40410,Trophies,Young Money Featuring Drake,0.5961776632715193,0.747,0.155,0.687,10s,rap
40411,Come And See Me,PARTYNEXTDOOR Featuring Drake,0.35202528342370026,0.717,0.0511,0.347,10s,pop
40412,Nobody To Blame,Chris Stapleton,0.36202433073899337,0.534,0.0143,0.666,10s,r&b
40413,In Metal We Trust,Primal Fear,0.5592259229650861,0.453,1.29e-06,0.993,10s,latin
40414,Voices,Chris Young,0.31698719674596043,0.552,0.38,0.788,10s,pop
40415,Christraping Black Metal,Benighted,0.49760793296413347,0.429,6.48e-06,0.988,10s,latin
40416,Faces,Knowmadic,0.6587317695497115,0.615,0.968,0.424,10s,pop
40417,Something Just Like This,The Chainsmokers & Coldplay,0.42671576444663517,0.617,0.0498,0.635,10s,r&b
40418,Kill or Be Killed,Spite,0.7663105834986724,0.34,0.000531,0.986,10s,rap
40419,Cassette,Efence,0.41423145267849376,0.656,0.00447,0.536,10s,pop
40420,Face to Face (With Your Executioner),The Rival Mob,0.7084412007140993,0.169,1.04e-05,0.927,10s,rock
40421,Same Old Love,Selena Gomez,0.40600936944698723,0.672,0.0223,0.593,10s,pop
40422,Rebirth - Xy-Me Remix,Cabaret Nocturne,0.5053122527679633,0.789,0.00123,0.649,10s,r&b
40423,Mule Skinner Blues,Bill Monroe,0.5567945059087163,0.517,0.457,0.462,10s,pop
40424,The Town I Live In,McKinley Mitchell,0.427614601757082,0.573,0.669,0.607,10s,pop
40425,Drink A Beer,Luke Bryan,0.32416132679984927,0.483,0.836,0.431,10s,pop
40426,The Falsifier,Noctiferia,0.5799613127166839,0.509,2.67e-05,0.985,10s,latin
40427,Roses,The Chainsmokers Featuring Rozes,0.41421488424880815,0.713,0.0435,0.802,10s,pop
40428,B.E.D.,Jacquees,0.5054282317757629,0.739,0.00368,0.536,10s,pop
40429,19 You + Me,Dan + Shay,0.6295547648732722,0.493,0.319,0.67,10s,pop
40430,Who Are You When I'm Not Looking,Blake Shelton,0.3099290456998712,0.412,0.409,0.457,10s,pop
40431,Scraps of the Dead,Invincible Force,0.7524469499592001,0.251,0.0202,0.998,10s,rock
40432,Long Hot Summer,Keith Urban,0.5301359025444966,0.657,0.0301,0.785,10s,r&b
40433,Cool Kids,Echosmith,0.5385858016841808,0.719,0.0372,0.671,10s,pop
40434,Boyfriend,Justin Bieber,0.40168500929903117,0.717,0.0358,0.55,10s,pop
40435,Buy Me A Boat,Chris Janson,0.6380585114094349,0.574,0.319,0.745,10s,pop
40436,Turn Up The Music,Chris Brown,0.5381633067271967,0.594,0.000238,0.841,10s,pop
40437,Why Don't We Just Dance,Josh Turner,0.5046495155805371,0.677,0.42,0.776,10s,pop
40438,Rake It Up,Yo Gotti Featuring Nicki Minaj,0.6211214341632736,0.91,0.022,0.444,10s,rap
40439,Reevolution,Sybreed,0.5204930764674451,0.533,5.8e-06,0.919,10s,r&b
40440,I Won't Stop Loving You,C Bank feat. Diamond Eyes,0.49714401693293514,0.778,0.000159,0.479,10s,r&b
40441,First Love,Jennifer Lopez,0.41431429482692206,0.621,0.00961,0.708,10s,pop
40442,This Is Country Music,Brad Paisley,0.36668005948066257,0.507,0.126,0.669,10s,r&b
40443,Canary Yellow,Deafheaven,0.3833561839592748,0.275,3.66e-05,0.973,10s,rock
40444,The Body,Wale Featuring Jeremih,0.4531424097952556,0.493,0.0774,0.542,10s,pop
40445,You And Me,Dave Matthews Band,0.5710599238680656,0.652,0.436,0.627,10s,r&b
40446,First Construction (in metal),John Cage,0.5345886680225166,0.45,0.726,0.548,10s,r&b
40447,raingurl,Yaeji,0.5302477394448748,0.929,0.017,0.572,10s,pop
40448,Mob Ties,Drake,0.3561673908451142,0.755,0.0456,0.575,10s,pop
40449,We Are Young,Glee Cast,0.38093305111774767,0.378,0.0504,0.555,10s,r&b
40450,Indie Boys,Kleinstadthelden,0.6299151282189352,0.543,0.0136,0.935,10s,latin
40451,Beautiful Drug,Zac Brown Band,0.521673577082548,0.618,0.0539,0.852,10s,latin
40452,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,0.40595137994308744,0.555,0.0246,0.863,10s,latin
40453,Nonstop,Drake,0.6419562344929853,0.912,0.0164,0.412,10s,pop
40454,Uma Thurman,Fall Out Boy,0.6211587131300663,0.622,0.102,0.961,10s,latin
40455,Wagon Wheel,Darius Rucker,0.6134295406817081,0.537,0.455,0.66,10s,r&b
40456,Statesboro Blues,Blind Willie Johnson,0.701291923304739,0.531,0.857,0.258,10s,pop
40457,On Top Of The World,Imagine Dragons,0.4143971369753503,0.631,0.0841,0.924,10s,latin
40458,"Cello Suite No. 2 in D Minor, BWV 1008: VI. Gigue",Johann Sebastian Bach,0.39340907867104624,0.442,0.912,0.0469,10s,pop
40459,Elevator,Eminem,0.3749021427121691,0.796,0.323,0.793,10s,rap
40460,Like I Loved You,Brett Young,0.3149037167129893,0.582,0.196,0.568,10s,pop
40461,Moving To Mars,Coldplay,0.5909006184166381,0.263,0.0217,0.315,10s,rock
40462,Fifteen,Taylor Swift,0.39550912713370306,0.556,0.067,0.651,10s,r&b
40463,Made For Now,Janet & Daddy Yankee,0.4792625391946915,0.76,0.00307,0.888,10s,latin
40464,This Is How We Party - Cat Dealers Remix,R3HAB,0.5139444046341898,0.709,0.000388,0.84,10s,pop
40465,Paint the Town Red (2016),The Mahones,0.7119205709480869,0.343,0.0152,0.901,10s,rock
40466,Nightrun - Comaduster Remix,Trifonic,0.5675184220227567,0.515,0.00297,0.8,10s,r&b
40467,Lillebror,Danne Stråhed,0.7121069657820507,0.555,0.487,0.493,10s,edm
40468,Black Metal,Destruction,0.7620649233917232,0.364,4.31e-05,0.974,10s,edm
40469,Telephone,Glee Cast,0.5054240896683414,0.729,0.00363,0.805,10s,pop
40470,Tonight (Best You Ever Had),John Legend Featuring Ludacris,0.37282280478661933,0.693,0.0496,0.813,10s,pop
40471,Talk You Out Of It,Florida Georgia Line,0.49690377470249314,0.651,0.582,0.708,10s,pop
40472,Liar,Camila Cabello,0.4059928010173016,0.74,0.0169,0.498,10s,pop
40473,No Comin' Back,The Palace Guards,0.4083372338178218,0.469,0.116,0.528,10s,pop
40474,Impossible,Shontelle,0.37293049957957614,0.599,0.385,0.624,10s,pop
40475,Back Up,DeJ Loaf Featuring Big Sean,0.3314182990021663,0.816,0.147,0.535,10s,rap
40476,If Heaven Wasn't So Far Away,Justin Moore,0.307485202321237,0.374,0.0434,0.657,10s,pop
40477,Slow Dancing In The Dark,Joji,0.36849844463866327,0.515,0.544,0.479,10s,pop
40478,Killing Machine - Live,Living Death,0.7747273457789855,0.109,0.00583,0.975,10s,rock
40479,Shotgun Rider,Tim McGraw,0.6958657625826867,0.468,0.126,0.904,10s,latin
40480,Estrellita,Red Garland,0.35799406021795765,0.392,0.97,0.0741,10s,r&b
40481,My Space - KiNK's Hardcore Mix,Kink,0.31117582003371674,0.652,0.00202,0.634,10s,rap
40482,Hindsight,Phil Woods,0.2710512254424806,0.432,0.829,0.185,10s,r&b
40483,Tipsy (feat. RAYE),Odunsi (The Engine),0.3728476574311478,0.746,0.239,0.671,10s,pop
40484,Shine On,The House of Love,0.5558086843424197,0.3,0.121,0.876,10s,rock
40485,Burn Out,Midland,0.41411133156327273,0.671,0.292,0.724,10s,pop
40486,Ready Or Not,Bridgit Mendler,0.38539410081061043,0.715,0.00351,0.872,10s,latin
40487,The Light Is Coming,Ariana Grande Featuring Nicki Minaj,0.410250887446515,0.762,0.00339,0.882,10s,latin
40488,It's Not Unusual,Glee Cast,0.7619903654581377,0.408,0.0313,0.975,10s,edm
40489,Instrumental Music for Dogs,Sleepy Dogs,0.499505018163141,0.333,0.99,0.0783,10s,rock
40490,Defeated Clown,Hildur Guðnadóttir,0.4029193573106125,0.202,0.727,0.238,10s,rock
40491,Freedom - Disco Dub,Waldeck,0.4556442426777896,0.968,0.295,0.605,10s,pop
40492,Didn’t I? (Guts Re-Edit),Guts,0.3231175157296529,0.788,0.115,0.463,10s,pop
40493,Capsized,Andrew Bird,0.3417445728037511,0.745,0.0622,0.486,10s,pop
40494,Funk Off,TANUKI,0.529659560191034,0.637,0.0012,0.928,10s,latin
40495,AKA...What A Life!,Noel Gallagher's High Flying Birds,0.49305161480057824,0.447,0.000297,0.927,10s,r&b
40496,Take Me To Church,Hozier,0.5341040414542111,0.566,0.634,0.664,10s,r&b
40497,All Is Lost,Getter,0.3315301359025445,0.413,0.00762,0.769,10s,r&b
40498,"Whoa (feat. Tyler, The Creator)",Earl Sweatshirt,0.3297780244632864,0.541,0.00141,0.748,10s,rap
40499,Glitter In The Air,P!nk,0.4138006735066667,0.511,0.897,0.255,10s,pop
40500,Love On The Brain,Rihanna,0.7124673291277136,0.509,0.0717,0.637,10s,edm
40501,Golden Dandelions - Acoustic,Barns Courtney,0.5786275541269886,0.566,0.31,0.588,10s,pop
40502,Hallelujah - Piano Instrumental,Attila Fias,0.43573727441047455,0.441,0.96,0.216,10s,pop
40503,Booty Swing,Parov Stelar,0.4679173069674389,0.85,0.26,0.669,10s,pop
40504,Metal Woman,I-Roy,0.5681480223508116,0.926,0.035,0.581,10s,pop
40505,Sex in Church,SadDoLLs,0.5384905332134883,0.571,0.0226,0.942,10s,latin
40506,Gas Pedal,Sage The Gemini Featuring IamSu!,0.4038140525136379,0.843,0.0273,0.538,10s,pop
40507,Kiss,Prince And The Revolution,0.46178284587632495,0.898,0.0135,0.271,10s,pop
40508,Circus,Cat's Eyes,0.43643314845727205,0.622,0.41,0.919,10s,latin
40509,Thin Line - Prod. By Pete Rock,Reks,0.3835052998264457,0.628,0.0149,0.858,10s,rap
40510,"Dark Roots of Earth - Live @ Paramount Theatre, Huntington, New York",Testament,0.48183064579596807,0.203,6.74e-06,0.947,10s,rock
40511,Back,Joey Trap,0.5386437911880807,0.923,0.0626,0.482,10s,pop
40512,Eating the Visions of God,Job For A Cowboy,0.5592921966838288,0.428,0.00081,0.966,10s,r&b
40513,Love is the Answer - Giuseppe D. Radio Edit,Ray Guell,0.530090339362861,0.604,0.0449,0.964,10s,latin
40514,Take Care,Drake Featuring Rihanna,0.46192367752865304,0.492,0.646,0.26,10s,r&b
40515,Rule The World,2 Chainz Featuring Ariana Grande,0.36480782692618346,0.592,0.158,0.584,10s,r&b
40516,Make It Rain,Ed Sheeran,0.4011465353342474,0.618,0.791,0.239,10s,r&b
40517,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,0.3277193970748437,0.365,0.000707,0.751,10s,rap
40518,The One That Got Away,Katy Perry,0.5548849943874444,0.687,0.000802,0.792,10s,pop
40519,Prikkebeen,Boudewijn de Groot,0.4517340932719749,0.568,0.0503,0.517,10s,r&b
40520,Live While We're Young,One Direction,0.5219676667094685,0.658,0.0629,0.837,10s,pop
40521,Symbolic,Death,0.4712558455490985,0.364,6.65e-05,0.982,10s,r&b
40522,Chu Chu Rock It!,Voia,0.4970114694954499,0.734,0.0121,0.785,10s,r&b
40523,Show Me,Kid Ink Featuring Chris Brown,0.40633245382585753,0.711,0.0354,0.508,10s,pop
40524,Ain't Nothing To It,Marionette,0.7523392551662434,0.167,3.64e-06,0.702,10s,rock
40525,Let It Be,Terry McDermott,0.588278664418883,0.475,0.0114,0.597,10s,pop
40526,Reggae (Live Bootleg),No Bros,0.40623304324774356,0.347,0.531,0.94,10s,rock
40527,Partita: I. Vivace,John Rutter,0.5509499923371013,0.347,0.977,0.245,10s,rock
40528,Extremely Loud and Incredibly Close,Alexandre Desplat,0.32764069703383686,0.474,0.991,0.0118,10s,pop
40529,Love You Too Late,Cole Swindell,0.47199314067011017,0.542,0.00111,0.797,10s,pop
40530,Better Than I Used To Be,Tim McGraw,0.5722487086980114,0.452,0.175,0.566,10s,pop
40531,Whole Lotta Love (feat. Youn Sun Nah),Nguyên Lê,0.6417077080477005,0.591,0.441,0.887,10s,r&b
40532,Falling Down,Lil Peep & XXXTENTACION,0.4971067379661424,0.669,0.0175,0.574,10s,pop
40533,Closer To The Edge,Thirty Seconds To Mars,0.5798080547420917,0.502,0.0099,0.948,10s,r&b
40534,Little Saint Nick,Hollyridge Strings,0.5797376389159276,0.427,0.705,0.431,10s,pop
40535,Criminal,Natti Natasha x Ozuna,0.3313561673908451,0.814,0.03,0.813,10s,pop
40536,殉葬,窒息,0.4143764264382433,0.513,0.0114,0.967,10s,r&b
40537,Moog Lust,Dj Spinna,0.38086263529158365,0.755,0.0601,0.896,10s,latin
40538,Rushing Back,Flume,0.5635171462536709,0.574,0.357,0.612,10s,pop
40539,One Of Those Nights,Tim McGraw,0.5262381794609462,0.525,0.0114,0.776,10s,pop
40540,Piece By Piece,Kelly Clarkson,0.4538010048752605,0.561,0.904,0.245,10s,pop
40541,I Don't Like,Chief Keef Featuring Lil Reese,0.5467001901227306,0.742,0.000634,0.844,10s,r&b
40542,Real Hip Hop (feat. Black Milk & Elzhi),"Royce Da 5'9""""",0.37637673295419244,0.658,0.127,0.747,10s,rap
40543,Cecilia And The Satellite,Andrew McMahon In The Wilderness,0.8035688397542902,0.381,0.0131,0.844,10s,edm
40544,Dead Cat Bounce,The Black,0.5513683451866641,0.436,3.41e-05,0.948,10s,r&b
40545,Peter Pan,Kelsea Ballerini,0.3168008019119968,0.514,0.0284,0.659,10s,pop
40546,All This Time,Deorro,0.5387597701958802,0.66,0.167,0.857,10s,rap
40547,Shake It Out,Florence + The Machine,0.4452185582980909,0.527,0.0104,0.804,10s,r&b
40548,Bullets In The Gun,Toby Keith,0.497123306395828,0.61,0.339,0.761,10s,r&b
40549,Hear Me Calling,Juice WRLD,0.368365897201178,0.699,0.308,0.687,10s,pop
40550,Acédie,Nocturnal Depression,0.5794642598261143,0.155,1.28e-05,0.827,10s,rock
40551,Once There Were Dragons,John Powell,0.30023237222634136,0.0872,0.577,0.292,10s,rock
40552,The Scarecrow (Live) - Recorded @ Wacken & Masters of Rock,Avantasia,0.3967973225417628,0.228,0.00231,0.955,10s,rock
40553,A Hole In the Bucket - Live,Harry Belafonte,0.789415258695319,0.407,0.705,0.122,10s,rap
40554,Airglow,Efence,0.37277724160498377,0.639,0.0516,0.646,10s,pop
40555,Drunk Girl,Chris Janson,0.8438674028572257,0.485,0.794,0.306,10s,edm
40556,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,0.592362782336397,0.8,0.00381,0.578,10s,pop
40557,My Eyes,Blake Shelton Featuring Gwen Sebastian,0.601989039983763,0.453,0.475,0.587,10s,pop
40558,Leg Over,Mr Eazi,0.40624961167742923,0.601,0.58,0.681,10s,rap
40559,Beautiful Day,Lee DeWyze,0.5596856968888632,0.483,0.0198,0.79,10s,pop
40560,Lalala,Y2K & bbno$,0.5383579857760031,0.843,0.181,0.391,10s,pop
40561,Just For A Day - Sunday,TM Juke,0.3190789609937744,0.579,0.0805,0.432,10s,r&b
40562,Cowboy Casanova,Carrie Underwood,0.4969244852396002,0.597,0.0328,0.82,10s,pop
40563,Catch the Fallen,Belle Margaux,0.2748453958404957,0.328,0.926,0.0173,10s,rock
40564,Vanitas,Watered,0.3484672131487058,0.191,0.00035,0.881,10s,rock
40565,This Is How We Do,Katy Perry,0.39764231245573123,0.69,0.0203,0.636,10s,pop
